Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
190.0,2018-09-21,call,AAPL180921C00190000,9.1,9.1,9.3,-0.6899996,-7.048004,100.0,3212.0,0.2389602471923828,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:41:24,"{'contractSymbol': 'AAPL180921C00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 9.1, 'change': -0.6899996, 'percentChange': -7.048004, 'volume': 100, 'openInterest': 3212, 'bid': 9.1, 'ask': 9.3, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516394484, 'impliedVolatility': 0.2389602471923828, 'inTheMoney': False}"
190.0,2018-09-21,put,AAPL180921P00190000,20.0,19.65,20.2,0.5699997,2.9336061,2.0,326.0,0.22791299438476562,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:03:09,"{'contractSymbol': 'AAPL180921P00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 20.0, 'change': 0.5699997, 'percentChange': 2.9336061, 'volume': 2, 'openInterest': 326, 'bid': 19.65, 'ask': 20.2, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516388589, 'impliedVolatility': 0.22791299438476562, 'inTheMoney': True}"
190.0,2019-01-18,call,AAPL190118C00190000,12.75,12.65,12.9,-0.6700001,-4.992549,349.0,7515.0,0.24738301452636718,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:57:10,"{'contractSymbol': 'AAPL190118C00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 12.75, 'change': -0.6700001, 'percentChange': -4.992549, 'volume': 349, 'openInterest': 7515, 'bid': 12.65, 'ask': 12.9, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516395430, 'impliedVolatility': 0.24738301452636718, 'inTheMoney': False}"
190.0,2019-01-18,put,AAPL190118P00190000,22.8,22.4,23.05,0.6499996,2.9345355,16.0,669.0,0.2278519598388672,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:58:50,"{'contractSymbol': 'AAPL190118P00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 22.8, 'change': 0.6499996, 'percentChange': 2.9345355, 'volume': 16, 'openInterest': 669, 'bid': 22.4, 'ask': 23.05, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516381130, 'impliedVolatility': 0.2278519598388672, 'inTheMoney': True}"
190.0,2020-01-17,call,AAPL200117C00190000,21.4,21.1,21.65,-0.80000114,-3.6036086,43.0,3439.0,0.26201604690551755,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:45:16,"{'contractSymbol': 'AAPL200117C00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 21.4, 'change': -0.80000114, 'percentChange': -3.6036086, 'volume': 43, 'openInterest': 3439, 'bid': 21.1, 'ask': 21.65, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516394716, 'impliedVolatility': 0.26201604690551755, 'inTheMoney': False}"
190.0,2020-01-17,put,AAPL200117P00190000,29.2,27.6,30.8,0.7600002,2.6722932,11.0,229.0,0.23859403991699218,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:03:21,"{'contractSymbol': 'AAPL200117P00190000', 'strike': 190.0, 'currency': 'USD', 'lastPrice': 29.2, 'change': 0.7600002, 'percentChange': 2.6722932, 'volume': 11, 'openInterest': 229, 'bid': 27.6, 'ask': 30.8, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516377801, 'impliedVolatility': 0.23859403991699218, 'inTheMoney': True}"
192.5,2018-01-26,call,AAPL180126C00192500,0.06,0.01,0.06,-0.040000003,-40.000004,1594.0,1101.0,0.29492892578124996,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:59:15,"{'contractSymbol': 'AAPL180126C00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 0.06, 'change': -0.040000003, 'percentChange': -40.000004, 'volume': 1594, 'openInterest': 1101, 'bid': 0.01, 'ask': 0.06, 'contractSize': 'REGULAR', 'expiration': 1516924800, 'lastTradeDate': 1516395555, 'impliedVolatility': 0.29492892578124996, 'inTheMoney': False}"
192.5,2018-01-26,put,AAPL180126P00192500,12.7,13.95,14.2,0.0,0.0,2.0,3.0,0.35156898437499995,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 18:59:45,"{'contractSymbol': 'AAPL180126P00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 12.7, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 3, 'bid': 13.95, 'ask': 14.2, 'contractSize': 'REGULAR', 'expiration': 1516924800, 'lastTradeDate': 1516301985, 'impliedVolatility': 0.35156898437499995, 'inTheMoney': True}"
192.5,2018-02-02,call,AAPL180202C00192500,0.69,0.62,0.74,-0.25,-26.595745,114.0,3903.0,0.3464420825195312,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:24:03,"{'contractSymbol': 'AAPL180202C00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 0.69, 'change': -0.25, 'percentChange': -26.595745, 'volume': 114, 'openInterest': 3903, 'bid': 0.62, 'ask': 0.74, 'contractSize': 'REGULAR', 'expiration': 1517529600, 'lastTradeDate': 1516393443, 'impliedVolatility': 0.3464420825195312, 'inTheMoney': False}"
192.5,2018-02-02,put,AAPL180202P00192500,17.7,17.65,18.1,0.0,0.0,95.0,0.0,0.6596713720703126,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-12-23 04:57:21,"{'contractSymbol': 'AAPL180202P00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 17.7, 'change': 0.0, 'percentChange': 0.0, 'volume': 95, 'openInterest': 0, 'bid': 17.65, 'ask': 18.1, 'contractSize': 'REGULAR', 'expiration': 1517529600, 'lastTradeDate': 1514005041, 'impliedVolatility': 0.6596713720703126, 'inTheMoney': True}"
192.5,2018-02-09,call,AAPL180209C00192500,0.9,0.8,0.89,-0.29000008,-24.369755,55.0,523.0,0.29566134033203123,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:50:00,"{'contractSymbol': 'AAPL180209C00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 0.9, 'change': -0.29000008, 'percentChange': -24.369755, 'volume': 55, 'openInterest': 523, 'bid': 0.8, 'ask': 0.89, 'contractSize': 'REGULAR', 'expiration': 1518134400, 'lastTradeDate': 1516395000, 'impliedVolatility': 0.29566134033203123, 'inTheMoney': False}"
192.5,2018-02-23,call,AAPL180223C00192500,1.12,1.12,1.32,-0.41999996,-27.272724,19.0,394.0,0.25891854370117195,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:59:56,"{'contractSymbol': 'AAPL180223C00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 1.12, 'change': -0.41999996, 'percentChange': -27.272724, 'volume': 19, 'openInterest': 394, 'bid': 1.12, 'ask': 1.32, 'contractSize': 'REGULAR', 'expiration': 1519344000, 'lastTradeDate': 1516395596, 'impliedVolatility': 0.25891854370117195, 'inTheMoney': False}"
192.5,2018-03-02,call,AAPL180302C00192500,1.36,1.34,1.47,-0.37,-21.387283,214.0,85.0,0.2452468054199219,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:39:48,"{'contractSymbol': 'AAPL180302C00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 1.36, 'change': -0.37, 'percentChange': -21.387283, 'volume': 214, 'openInterest': 85, 'bid': 1.34, 'ask': 1.47, 'contractSize': 'REGULAR', 'expiration': 1519948800, 'lastTradeDate': 1516394388, 'impliedVolatility': 0.2452468054199219, 'inTheMoney': False}"
192.5,2018-03-02,put,AAPL180302P00192500,15.6,15.5,15.8,0.0,0.0,20.0,0.0,0.26270268554687504,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-20 04:44:50,"{'contractSymbol': 'AAPL180302P00192500', 'strike': 192.5, 'currency': 'USD', 'lastPrice': 15.6, 'change': 0.0, 'percentChange': 0.0, 'volume': 20, 'openInterest': 0, 'bid': 15.5, 'ask': 15.8, 'contractSize': 'REGULAR', 'expiration': 1519948800, 'lastTradeDate': 1516423490, 'impliedVolatility': 0.26270268554687504, 'inTheMoney': True}"
195.0,2018-01-26,call,AAPL180126C00195000,0.04,0.02,0.04,-0.050000004,-55.555557,383.0,2092.0,0.31836619140624994,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:48:57,"{'contractSymbol': 'AAPL180126C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 0.04, 'change': -0.050000004, 'percentChange': -55.555557, 'volume': 383, 'openInterest': 2092, 'bid': 0.02, 'ask': 0.04, 'contractSize': 'REGULAR', 'expiration': 1516924800, 'lastTradeDate': 1516391337, 'impliedVolatility': 0.31836619140624994, 'inTheMoney': False}"
195.0,2018-01-26,put,AAPL180126P00195000,16.79,15.45,17.65,-4.949999,-22.769085,5.0,15.0,0.6435582519531251,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:56:05,"{'contractSymbol': 'AAPL180126P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 16.79, 'change': -4.949999, 'percentChange': -22.769085, 'volume': 5, 'openInterest': 15, 'bid': 15.45, 'ask': 17.65, 'contractSize': 'REGULAR', 'expiration': 1516924800, 'lastTradeDate': 1516395365, 'impliedVolatility': 0.6435582519531251, 'inTheMoney': True}"
195.0,2018-02-02,call,AAPL180202C00195000,0.46,0.46,0.56,-0.21000001,-31.343285,81.0,2634.0,0.35816071533203125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:39:57,"{'contractSymbol': 'AAPL180202C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 0.46, 'change': -0.21000001, 'percentChange': -31.343285, 'volume': 81, 'openInterest': 2634, 'bid': 0.46, 'ask': 0.56, 'contractSize': 'REGULAR', 'expiration': 1517529600, 'lastTradeDate': 1516394397, 'impliedVolatility': 0.35816071533203125, 'inTheMoney': False}"
195.0,2018-02-09,call,AAPL180209C00195000,0.63,0.58,0.68,-0.24000001,-27.586206,25.0,139.0,0.3042061767578125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:53:21,"{'contractSymbol': 'AAPL180209C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 0.63, 'change': -0.24000001, 'percentChange': -27.586206, 'volume': 25, 'openInterest': 139, 'bid': 0.58, 'ask': 0.68, 'contractSize': 'REGULAR', 'expiration': 1518134400, 'lastTradeDate': 1516395201, 'impliedVolatility': 0.3042061767578125, 'inTheMoney': False}"
195.0,2018-02-09,put,AAPL180209P00195000,17.56,17.35,18.4,0.0,0.0,2.0,2.0,0.42212491943359376,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-20 04:44:35,"{'contractSymbol': 'AAPL180209P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 17.56, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 2, 'bid': 17.35, 'ask': 18.4, 'contractSize': 'REGULAR', 'expiration': 1518134400, 'lastTradeDate': 1516423475, 'impliedVolatility': 0.42212491943359376, 'inTheMoney': True}"
195.0,2018-02-16,call,AAPL180216C00195000,0.76,0.73,0.77,-0.23000002,-23.232325,1899.0,22482.0,0.2712475219726562,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:59:18,"{'contractSymbol': 'AAPL180216C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 0.76, 'change': -0.23000002, 'percentChange': -23.232325, 'volume': 1899, 'openInterest': 22482, 'bid': 0.73, 'ask': 0.77, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516395558, 'impliedVolatility': 0.2712475219726562, 'inTheMoney': False}"
195.0,2018-02-16,put,AAPL180216P00195000,17.75,17.5,17.9,1.1900005,7.185994,128.0,725.0,0.32459171508789053,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:42:17,"{'contractSymbol': 'AAPL180216P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 17.75, 'change': 1.1900005, 'percentChange': 7.185994, 'volume': 128, 'openInterest': 725, 'bid': 17.5, 'ask': 17.9, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516390937, 'impliedVolatility': 0.32459171508789053, 'inTheMoney': True}"
195.0,2018-02-23,call,AAPL180223C00195000,0.87,0.84,0.91,-0.32000005,-26.89076,20.0,1757.0,0.25403578002929694,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:47:26,"{'contractSymbol': 'AAPL180223C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 0.87, 'change': -0.32000005, 'percentChange': -26.89076, 'volume': 20, 'openInterest': 1757, 'bid': 0.84, 'ask': 0.91, 'contractSize': 'REGULAR', 'expiration': 1519344000, 'lastTradeDate': 1516394846, 'impliedVolatility': 0.25403578002929694, 'inTheMoney': False}"
195.0,2018-03-02,call,AAPL180302C00195000,1.07,1.0,1.1,-0.37,-25.694445,104.0,71.0,0.24536887451171874,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:52:07,"{'contractSymbol': 'AAPL180302C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 1.07, 'change': -0.37, 'percentChange': -25.694445, 'volume': 104, 'openInterest': 71, 'bid': 1.0, 'ask': 1.1, 'contractSize': 'REGULAR', 'expiration': 1519948800, 'lastTradeDate': 1516391527, 'impliedVolatility': 0.24536887451171874, 'inTheMoney': False}"
195.0,2018-04-20,call,AAPL180420C00195000,2.51,2.54,2.67,-0.42000008,-14.334473,600.0,7732.0,0.23004920349121094,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:49:43,"{'contractSymbol': 'AAPL180420C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 2.51, 'change': -0.42000008, 'percentChange': -14.334473, 'volume': 600, 'openInterest': 7732, 'bid': 2.54, 'ask': 2.67, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516394983, 'impliedVolatility': 0.23004920349121094, 'inTheMoney': False}"
195.0,2018-04-20,put,AAPL180420P00195000,18.54,18.75,19.2,0.0,0.0,2.0,451.0,0.2298660998535156,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-16 14:49:55,"{'contractSymbol': 'AAPL180420P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 18.54, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 451, 'bid': 18.75, 'ask': 19.2, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516114195, 'impliedVolatility': 0.2298660998535156, 'inTheMoney': True}"
195.0,2018-06-15,call,AAPL180615C00195000,4.6,4.55,4.65,-0.36000013,-7.258067,144.0,10967.0,0.2337417935180664,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:59:34,"{'contractSymbol': 'AAPL180615C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 4.6, 'change': -0.36000013, 'percentChange': -7.258067, 'volume': 144, 'openInterest': 10967, 'bid': 4.55, 'ask': 4.65, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516395574, 'impliedVolatility': 0.2337417935180664, 'inTheMoney': False}"
195.0,2018-06-15,put,AAPL180615P00195000,20.81,20.7,21.0,0.26000023,1.265208,35.0,4280.0,0.22907265075683597,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:32:25,"{'contractSymbol': 'AAPL180615P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 20.81, 'change': 0.26000023, 'percentChange': 1.265208, 'volume': 35, 'openInterest': 4280, 'bid': 20.7, 'ask': 21.0, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516393945, 'impliedVolatility': 0.22907265075683597, 'inTheMoney': True}"
195.0,2018-07-20,call,AAPL180720C00195000,5.45,5.45,5.65,-0.5500002,-9.16667,71.0,1582.0,0.23242955078125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:55:38,"{'contractSymbol': 'AAPL180720C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 5.45, 'change': -0.5500002, 'percentChange': -9.16667, 'volume': 71, 'openInterest': 1582, 'bid': 5.45, 'ask': 5.65, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1516395338, 'impliedVolatility': 0.23242955078125, 'inTheMoney': False}"
195.0,2018-07-20,put,AAPL180720P00195000,21.45,21.3,21.65,0.0,0.0,173.0,327.0,0.2205888488769531,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 15:18:42,"{'contractSymbol': 'AAPL180720P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 21.45, 'change': 0.0, 'percentChange': 0.0, 'volume': 173, 'openInterest': 327, 'bid': 21.3, 'ask': 21.65, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1516288722, 'impliedVolatility': 0.2205888488769531, 'inTheMoney': True}"
195.0,2018-09-21,call,AAPL180921C00195000,7.5,7.5,7.65,-0.6499996,-7.975456,78.0,2319.0,0.23749541809082028,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:39:47,"{'contractSymbol': 'AAPL180921C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 7.5, 'change': -0.6499996, 'percentChange': -7.975456, 'volume': 78, 'openInterest': 2319, 'bid': 7.5, 'ask': 7.65, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516394387, 'impliedVolatility': 0.23749541809082028, 'inTheMoney': False}"
195.0,2018-09-21,put,AAPL180921P00195000,23.28,23.05,23.4,0.38000107,1.6593933,4.0,259.0,0.2231828170776367,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:44:26,"{'contractSymbol': 'AAPL180921P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 23.28, 'change': 0.38000107, 'percentChange': 1.6593933, 'volume': 4, 'openInterest': 259, 'bid': 23.05, 'ask': 23.4, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516391066, 'impliedVolatility': 0.2231828170776367, 'inTheMoney': True}"
195.0,2019-01-18,call,AAPL190118C00195000,11.0,10.7,11.4,-0.5500002,-4.761906,110.0,3954.0,0.2498243963623047,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:55:46,"{'contractSymbol': 'AAPL190118C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 11.0, 'change': -0.5500002, 'percentChange': -4.761906, 'volume': 110, 'openInterest': 3954, 'bid': 10.7, 'ask': 11.4, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516395346, 'impliedVolatility': 0.2498243963623047, 'inTheMoney': False}"
195.0,2019-01-18,put,AAPL190118P00195000,27.33,25.65,26.25,0.0,0.0,21.0,771.0,0.2255021298217773,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-17 18:12:04,"{'contractSymbol': 'AAPL190118P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 27.33, 'change': 0.0, 'percentChange': 0.0, 'volume': 21, 'openInterest': 771, 'bid': 25.65, 'ask': 26.25, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516212724, 'impliedVolatility': 0.2255021298217773, 'inTheMoney': True}"
195.0,2020-01-17,call,AAPL200117C00195000,19.7,18.85,19.95,-0.79999924,-3.9024353,8.0,1697.0,0.26244328872680667,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 17:59:54,"{'contractSymbol': 'AAPL200117C00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 19.7, 'change': -0.79999924, 'percentChange': -3.9024353, 'volume': 8, 'openInterest': 1697, 'bid': 18.85, 'ask': 19.95, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516384794, 'impliedVolatility': 0.26244328872680667, 'inTheMoney': False}"
195.0,2020-01-17,put,AAPL200117P00195000,31.2,30.7,34.15,0.0,0.0,40.0,103.0,0.23947904083251947,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 14:30:51,"{'contractSymbol': 'AAPL200117P00195000', 'strike': 195.0, 'currency': 'USD', 'lastPrice': 31.2, 'change': 0.0, 'percentChange': 0.0, 'volume': 40, 'openInterest': 103, 'bid': 30.7, 'ask': 34.15, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516285851, 'impliedVolatility': 0.23947904083251947, 'inTheMoney': True}"
197.5,2018-01-26,call,AAPL180126C00197500,0.03,0.01,0.03,-0.04,-57.142853,219.0,1428.0,0.3437565625,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:38:27,"{'contractSymbol': 'AAPL180126C00197500', 'strike': 197.5, 'currency': 'USD', 'lastPrice': 0.03, 'change': -0.04, 'percentChange': -57.142853, 'volume': 219, 'openInterest': 1428, 'bid': 0.01, 'ask': 0.03, 'contractSize': 'REGULAR', 'expiration': 1516924800, 'lastTradeDate': 1516394307, 'impliedVolatility': 0.3437565625, 'inTheMoney': False}"
197.5,2018-02-02,call,AAPL180202C00197500,0.36,0.27,0.41,-0.14999998,-29.41176,5.0,493.0,0.366217275390625,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 15:31:29,"{'contractSymbol': 'AAPL180202C00197500', 'strike': 197.5, 'currency': 'USD', 'lastPrice': 0.36, 'change': -0.14999998, 'percentChange': -29.41176, 'volume': 5, 'openInterest': 493, 'bid': 0.27, 'ask': 0.41, 'contractSize': 'REGULAR', 'expiration': 1517529600, 'lastTradeDate': 1516375889, 'impliedVolatility': 0.366217275390625, 'inTheMoney': False}"
197.5,2018-02-09,call,AAPL180209C00197500,0.51,0.41,0.52,-0.16000003,-23.8806,21.0,152.0,0.31250687499999996,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 17:48:54,"{'contractSymbol': 'AAPL180209C00197500', 'strike': 197.5, 'currency': 'USD', 'lastPrice': 0.51, 'change': -0.16000003, 'percentChange': -23.8806, 'volume': 21, 'openInterest': 152, 'bid': 0.41, 'ask': 0.52, 'contractSize': 'REGULAR', 'expiration': 1518134400, 'lastTradeDate': 1516384134, 'impliedVolatility': 0.31250687499999996, 'inTheMoney': False}"
197.5,2018-02-23,call,AAPL180223C00197500,0.67,0.62,0.72,-0.26,-27.95699,15.0,73.0,0.2608716491699219,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:11:34,"{'contractSymbol': 'AAPL180223C00197500', 'strike': 197.5, 'currency': 'USD', 'lastPrice': 0.67, 'change': -0.26, 'percentChange': -27.95699, 'volume': 15, 'openInterest': 73, 'bid': 0.62, 'ask': 0.72, 'contractSize': 'REGULAR', 'expiration': 1519344000, 'lastTradeDate': 1516392694, 'impliedVolatility': 0.2608716491699219, 'inTheMoney': False}"
197.5,2018-03-02,call,AAPL180302C00197500,0.88,0.77,0.87,-0.22000003,-20.000002,141.0,22.0,0.25049577636718745,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 18:00:47,"{'contractSymbol': 'AAPL180302C00197500', 'strike': 197.5, 'currency': 'USD', 'lastPrice': 0.88, 'change': -0.22000003, 'percentChange': -20.000002, 'volume': 141, 'openInterest': 22, 'bid': 0.77, 'ask': 0.87, 'contractSize': 'REGULAR', 'expiration': 1519948800, 'lastTradeDate': 1516384847, 'impliedVolatility': 0.25049577636718745, 'inTheMoney': False}"
200.0,2018-01-26,call,AAPL180126C00200000,0.02,0.0,0.03,-0.030000001,-60.000004,626.0,1078.0,0.3789124609375,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:17:27,"{'contractSymbol': 'AAPL180126C00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': -0.030000001, 'percentChange': -60.000004, 'volume': 626, 'openInterest': 1078, 'bid': 0.0, 'ask': 0.03, 'contractSize': 'REGULAR', 'expiration': 1516924800, 'lastTradeDate': 1516378647, 'impliedVolatility': 0.3789124609375, 'inTheMoney': False}"
200.0,2018-01-26,put,AAPL180126P00200000,22.15,21.4,21.75,0.0,0.0,29.0,0.0,0.5136767382812499,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-20 04:44:27,"{'contractSymbol': 'AAPL180126P00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 22.15, 'change': 0.0, 'percentChange': 0.0, 'volume': 29, 'openInterest': 0, 'bid': 21.4, 'ask': 21.75, 'contractSize': 'REGULAR', 'expiration': 1516924800, 'lastTradeDate': 1516423467, 'impliedVolatility': 0.5136767382812499, 'inTheMoney': True}"
200.0,2018-02-02,call,AAPL180202C00200000,0.27,0.24,0.3,-0.109999985,-28.947365,91.0,800.0,0.37402969726562496,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:59:55,"{'contractSymbol': 'AAPL180202C00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 0.27, 'change': -0.109999985, 'percentChange': -28.947365, 'volume': 91, 'openInterest': 800, 'bid': 0.24, 'ask': 0.3, 'contractSize': 'REGULAR', 'expiration': 1517529600, 'lastTradeDate': 1516395595, 'impliedVolatility': 0.37402969726562496, 'inTheMoney': False}"
200.0,2018-02-09,call,AAPL180209C00200000,0.36,0.28,0.42,-0.13999999,-27.999996,10.0,340.0,0.3244696459960937,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:53:21,"{'contractSymbol': 'AAPL180209C00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 0.36, 'change': -0.13999999, 'percentChange': -27.999996, 'volume': 10, 'openInterest': 340, 'bid': 0.28, 'ask': 0.42, 'contractSize': 'REGULAR', 'expiration': 1518134400, 'lastTradeDate': 1516395201, 'impliedVolatility': 0.3244696459960937, 'inTheMoney': False}"
200.0,2018-02-09,put,AAPL180209P00200000,23.18,21.6,23.3,0.0,0.0,7.0,3.0,0.48389187988281257,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-16 14:34:15,"{'contractSymbol': 'AAPL180209P00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 23.18, 'change': 0.0, 'percentChange': 0.0, 'volume': 7, 'openInterest': 3, 'bid': 21.6, 'ask': 23.3, 'contractSize': 'REGULAR', 'expiration': 1518134400, 'lastTradeDate': 1516113255, 'impliedVolatility': 0.48389187988281257, 'inTheMoney': True}"
200.0,2018-02-16,call,AAPL180216C00200000,0.45,0.42,0.45,-0.13999999,-23.728811,4220.0,17646.0,0.2836985693359374,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:59:53,"{'contractSymbol': 'AAPL180216C00200000', 'strike': 200.0, 'currency': 'USD', 'lastPrice': 0.45, 'change': -0.13999999, 'percentChange': -23.728811, 'volume': 4220, 'openInterest': 17646, 'bid': 0.42, 'ask': 0.45, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516395593, 'impliedVolatility': 0.2836985693359374, 'inTheMoney': False}"
